ABBOTT Tony,22/04/2012,Melbourne,Sydney,$574.90,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,22/04/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,21/04/2012,Sydney,Melbourne,$288.41,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,21/04/2012,Hervey Bay,Brisbane,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,21/04/2012,Brisbane,Melbourne,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,20/04/2012,Brisbane,Hervey Bay,"$2,023.81",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,19/04/2012,Sydney,Brisbane,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,18/04/2012,Melbourne,Sydney,$933.02,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,15/04/2012,Sydney,Melbourne,$380.00,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,15/04/2012,Sydney,Melbourne,$380.00,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,15/04/2012,Melbourne,Sydney,$574.90,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,13/04/2012,Canberra,Sydney,$413.21,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
