KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,15-Nov-14,15-Nov-14,Electorate Business,Cairns,$289.00,1,251http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
GAMBARO Teresa,http://www.finance.gov.au/sites/default/files/P35_GAMBARO_Teresa.pdf,16-Nov-14,16-Nov-14,Electorate Business,Sydney,$395.00,1,129http://www.finance.gov.au/sites/default/files/P35_GAMBARO_Teresa.pdf5P35 GAMBARO Teresa,$395.00,,,-33.8674869,151.2069902,Brisbane,QLD,Liberal,Coalition,lower,no
PASIN Tony,http://www.finance.gov.au/sites/default/files/P35_PASIN_Tony.pdf,16-Nov-14,16-Nov-14,Electorate Business,Sydney,$395.00,1,125http://www.finance.gov.au/sites/default/files/P35_PASIN_Tony.pdf5P35 PASIN Tony,$395.00,,,-33.8674869,151.2069902,Barker,SA,Liberal,Coalition,lower,no
CHESTERS Lisa,http://www.finance.gov.au/sites/default/files/P35_CHESTERS_Lisa.pdf,18-Nov-14,18-Nov-14,Electorate Business,Melbourne,$377.00,1,83http://www.finance.gov.au/sites/default/files/P35_CHESTERS_Lisa.pdf5P35 CHESTERS Lisa,$377.00,,,-37.814107,144.96328,Bendigo,VIC,Labor,Labor,lower,no
HOWARTH Luke,http://www.finance.gov.au/sites/default/files/P35_HOWARTH_Luke.pdf,21-Nov-14,21-Nov-14,Electorate Business,Townsville,$281.00,1,76http://www.finance.gov.au/sites/default/files/P35_HOWARTH_Luke.pdf5P35 HOWARTH Luke,$281.00,,,-19.2576223,146.8178787,Petrie,QLD,Liberal,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,21-Nov-14,21-Nov-14,Electorate Business,Cairns,$289.00,1,265http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
CHRISTENSEN George,http://www.finance.gov.au/sites/default/files/P35_CHRISTENSEN_George.pdf,22-Nov-14,22-Nov-14,Electorate Business,Townsville,$281.00,1,153http://www.finance.gov.au/sites/default/files/P35_CHRISTENSEN_George.pdf5P35 CHRISTENSEN George,$281.00,,,-19.2576223,146.8178787,Dawson,QLD,National,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,25-Nov-14,25-Nov-14,Electorate Business,Cairns,$289.00,1,18http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf6P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,28-Nov-14,28-Nov-14,Electorate Business,Brisbane,$406.00,1,137http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$406.00,,,-27.4710107,153.0234489,Leichhardt,QLD,Liberal,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,28-Nov-14,28-Nov-14,Electorate Business,Cairns,$289.00,1,25http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf6P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,29-Nov-14,29-Nov-14,Electorate Business,Brisbane,$136.00,1,144http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$136.00,,,-27.4710107,153.0234489,Leichhardt,QLD,Liberal,Coalition,lower,no
SWAN Wayne,http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf,4-Dec-14,4-Dec-14,Electorate Business,Melbourne,$377.00,1,97http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf5P35 SWAN Wayne,$377.00,,,-37.814107,144.96328,Lilley,QLD,Labor,Labor,lower,no
CHESTER Darren,http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf,5-Dec-14,5-Dec-14,Electorate Business,Melbourne,$435.00,1,32http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf6P35 CHESTER Darren,$435.00,,,-37.814107,144.96328,Gippsland,VIC,National,Coalition,lower,no
WILSON Rick,http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf,6-Dec-14,6-Dec-14,Electorate Business,Perth,$409.00,1,46http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf6P35 WILSON Rick,$409.00,,,-31.9535132,115.8570471,O'Connor,WA,Liberal,Coalition,lower,no
TEHAN Dan,http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf,7-Dec-14,8-Dec-14,Electorate Business,Melbourne,$126.00,2,185http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf5P35 TEHAN Dan,$252.00,,,-37.814107,144.96328,Wannon,VIC,Liberal,Coalition,lower,no
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,12-Dec-14,12-Dec-14,Electorate Business,Melbourne,$377.00,1,159http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$377.00,,,-37.814107,144.96328,Leichhardt,QLD,Liberal,Coalition,lower,no
