EDWARDS Sean,Adelaide,Millicent,11/09/2013,,"$2,015.00",,http://www.finance.gov.au/sites/default/files/P34_EDWARDS_Sean.pdf
EDWARDS Sean,Millicent,Adelaide,11/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_EDWARDS_Sean.pdf
POLLEY Helen,Launceston,Hobart,17/09/2013,,"$2,530.00",,http://www.finance.gov.au/sites/default/files/P34_POLLEY_Helen.pdf
POLLEY Helen,Hobart,Launceston,17/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_POLLEY_Helen.pdf
RAMSEY Rowan,Whyalla,,18/09/2013,,$98.33,,http://www.finance.gov.au/sites/default/files/P34_RAMSEY_Rowan.pdf
ABETZ Eric,Hobart,Launceston,27/09/2013,,"$1,727.27",,http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf
POLLEY Helen,Launceston,Hobart,27/09/2013,,"$2,530.00",,http://www.finance.gov.au/sites/default/files/P34_POLLEY_Helen.pdf
ABETZ Eric,Launceston,Hobart,27/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf
POLLEY Helen,Hobart,Launceston,27/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_POLLEY_Helen.pdf
PERIS Nova,Darwin,Garden Point,02/10/2013,,"$2,090.91",,http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf
PERIS Nova,Garden Point,Darwin,04/10/2013,,"$3,409.09",,http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf
WILSON Rick,Kalgoorlie,,10/10/2013,11/10/2013,$157.58,,http://www.finance.gov.au/sites/default/files/P34_WILSON_Rick.pdf
JOYCE Barnaby1,Townsville,Mount Isa,12/10/2013,,"$23,260.00",,http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf
JOYCE Barnaby1,Mount Isa,George Town,12/10/2013,,,,http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf
JOYCE Barnaby1,George Town,Longreach,12/10/2013,,,,http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf
JOYCE Barnaby1,Longreach,Cairns,13/10/2013,,,,http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf
ENTSCH Warren,Horn Island,Thursday Island,17/10/2013,,$20.45,,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf
ENTSCH Warren,Thursday Island,,17/10/2013,18/10/2013,$109.09,,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf
ENTSCH Warren,Thursday Island,Horn Island,18/10/2013,,$20.45,,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf
PERIS Nova,Darwin,Bathurst Island,18/10/2013,,"$1,942.50",,http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf
PERIS Nova,Bathurst Island,Darwin,18/10/2013,,,,http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf
LEY Sussan,Broken Hill,,28/10/2013,30/10/2013,$408.30,,http://www.finance.gov.au/sites/default/files/P34_LEY_Sussan.pdf
PARRY Stephen,Launceston,Hobart,29/10/2013,30/10/2013,$96.78,,http://www.finance.gov.au/sites/default/files/P34_PARRY_Stephen.pdf
TUDGE Alan,Alice Springs,Yuendumu,29/10/2013,,"$3,411.93",,http://www.finance.gov.au/sites/default/files/P34_TUDGE_Alan.pdf
TUDGE Alan,Yuendumu,Alice Springs,29/10/2013,,,,http://www.finance.gov.au/sites/default/files/P34_TUDGE_Alan.pdf
